江丙坤 陈美惠
赵雅芝 黄汉伟
犬大将 杀生丸
犬大将 犬夜叉
苏文茂 常宝堃
陈东升 陆昂
陈东升 孔东梅
罗炳辉 陈毅
贾政 贾宝玉
贾政 贾元春
贾政 贾母
贾政 林如海
贾政 王夫人
贾政 贾珠
卓文君 司马相如
卓文君 卓王孙
韩布新 杨秀木
韩布新 张艳敏
韩布新 张腾霄
韩布新 黄河清
李寿增 焦德海
李寿增 张寿臣
常宝霖 常连安
常宝霖 常宝霆
马克昌 曹智慧
王军霞 战宇
王军霞 马俊仁
薄熙永 胡明
薄熙永 薄一波
薄熙永 薄洁莹
李秋平 姚明
李慧芝 彭帅
黄健 桑兰
麦浚龙 戴庚玲
普希金 果戈理
吴卫凤 赵治山
常宝霆 常贵田
常宝霆 常宝丰
常宝霆 常宝霖
常宝霆 常宝华
李肖逸 高竣熙
高峰 范春玲
高峰 那英
范伟 杨宝玲
范伟 赵本山
范伟 高秀敏
郭破虏 武修文
郭破虏 耶律齐
郭破虏 郭襄
郭破虏 郭靖
严凯泰 严庆龄
严凯泰 吴舜文
严凯泰 陈莉莲
琦君 李唐基
关咏荷 张家辉
罗乐林 陈宝仪
孙明珠 赵燕侠
孙明珠 孟鸿茂
孙明珠 那正鑫
孙明珠 马连良
孙明珠 孙柏龄
孙明珠 孙国良
李秀成 洪秀全
李秀成 杨秀清
周英华 周佳纳
周英华 周信芳
宋任穷 钟月林
宋任穷 宋彬彬
郭晶晶 霍启刚
郭晶晶 吴敏霞
郭晶晶 钟少珍
郭晶晶 霍震霆
郭晶晶 周继红
秦牧 吴紫风
邵云环 曹荣飞
席尔瓦 吉尔伯托
朱棣文 朱汝瑾
朱棣文 吉恩
邓在军 周尔均
邓琳琳 邓杰古
何东 张莲觉
何东 何锦姿
何东 麦秀英
何东 何爱榆
何东 何启福
南勇 南兴烈
南勇 杨一民
魏萌 魏宁
李俐 满文军
欧阳山尊 欧阳予倩
黄宗淮 黄宗洛
李元霸 李渊
李元霸 李世民
玛丽一世 腓力二世
陈建州 范玮琪
余胜荪 余紫云
余胜荪 余三胜
余胜荪 周子衡
傅恒 李荣保
傅恒 孝贤纯皇后
傅恒 哈什屯
恩格斯 马克思
魏骏杰 滕丽名
魏骏杰 张利华
林楚麒 黄家驹
文章 马伊琍
张一白 陆川
张一白 徐静蕾
萨科齐 塞西莉亚
陈世瑶 刘国梁
陈赫 胡小玲
赵学义 于会江
赵学义 阎秋霞
赵学义 王莉
赵学义 籍薇
赵学义 郑菲
张飞 关羽
张飞 夏侯氏
张飞 张绍
张飞 张苞
张飞 刘备
冯金芙 姜妙香
冯金芙 冯志孝
张丹峰 洪欣
陶大伟 陶喆
刘少奇 何葆贞
刘少奇 王光美
陈化成 道光
陈文新 陈昌
何超云 陈婉珍
何超云 何超盈
何超云 何鸿燊
何超云 何超莲
何超云 何超仪
何超云 陈山聪
周璇 周伟
周璇 严华
周璇 周民
曾美娟 汪嵩
蒋孝严 黄美伦
蒋孝严 章亚若
蒋孝严 蒋得元
蒋孝严 蒋经国
叶德娴 刘德华
王辩 王希坚
王辩 王翔千
陈赓 陈知进
陈赓 傅涯
陈赓 陈知非
陈赓 陈知建
陈赓 王根英
陈赓 谭政
邢峰 朱慧珍
杨其龙 杨受成
卢惠光 成龙
冯玉祥 冯洪达
冯玉祥 冯理达
冯玉祥 刘德贞
冯玉祥 冯晓达
乐珈彤 琼瑶
乐珈彤 朱锐
阎振俗 乔慷慨
福原爱 王励勤
福原爱 锦织圭
何桂山 刘永春
何桂山 裘桂仙
何桂山 金秀山
巩汉林 金珠
巩汉林 赵丽蓉
巩汉林 巩天阔
周广 周淑英
张志宽 张子健
张志宽 曹淑珍
邓亚萍 林志刚
邓亚萍 乔红
慕容吐谷浑 慕容廆
顾颉刚 张静秋
顾颉刚 殷履安
顾颉刚 顾洪
顾颉刚 吴征兰
顾颉刚 叶圣陶
顾颉刚 顾潮
胡兆明 叶玉卿
尤小刚 邬靖靖
张治中 张一纯
张治中 张素我
张治中 洪希厚
许德珩 许鹿希
许德珩 邓稼先
许德珩 劳君展
许德珩 许振兴
阴丽华 汉光武
尹明善 尹喜地
尹明善 陈巧凤
范泽林 沈汉生
兰雨霖 朱泳腾
赵崇基 郑则仕
章汉夫 谢启美
章汉夫 龚普生
岸边成雄 岸边成一
岸边成雄 田坂兴道
岸边成雄 田边尚雄
岸边成雄 藤井千代贺
包小松 包伟铭
包小松 包庭政
包小松 包小柏
马云 蔡崇信
姜凯 黄奕
莫言 管笑笑
莫言 杜勤兰
莫言 管谟欣
陈散原 陈寅恪
周希汉 周太安
周希汉 璇
周希汉 周鄂
句号 郭雅丹
汤飞凡 何琏
景海鹏 刘伯明
蔡志明 蔡加赞
蔡志明 蔡加敏
山口百惠 三浦友和
池尚昱 沈银河
池尚昱 李会昌
姚雪垠 王梅彩
陈祖涛 张琴秋
陈祖涛 陈昌浩
程庭华 孙禄堂
程庭华 董海川
劫夫 黄永胜
劫夫 张俊图
李辙 李李
程永华 汪婉
李明博 金润玉
韩卫民 乔利程
沈括 王安石
秦海璐 秦子涵
李亚鹏 李嫣
李亚鹏 窦靖童
埃斯特拉达 拉妮恩利奎兹
埃斯特拉达 吉亚戈梅兹
付小芳 张树春
拉莫斯 Rene
周扬 周艾若
周扬 苏灵扬
孟广美 吴大维
钱思亮 张婉度
钱思亮 钱复
李家杰 李兆基
李家杰 李家诚
袁雪芬 戚雅仙
袁雪芬 鲍金龙
袁雪芬 王杏花
袁雪芬 吕瑞英
袁雪芬 陶琪
袁雪芬 马樟花
孝贤纯皇后 李荣保
杨博森 杨燕毅
大兵 奇志
赵忠尧 郑毓英
赵忠尧 赵维仁
赵忠尧 钱三强
赵忠尧 萨本栋
刘伯承 刘蒙
刘伯承 朱德
谭韵寿 谭元寿
谭韵寿 谭富英
尚小云 尚长荣
尚小云 尚长春
尚小云 尚长麟
查尔斯王储 戴安娜
查尔斯王储 威廉王子
查尔斯王储 卡米拉
王海燕 张嘉译
陈晓旭 姬玉
陈晓旭 郝彤
陈晓旭 陈晓阳
蒋璐霞 赵文卓
卞之琳 张充和
卞之琳 青林
卞之琳 徐志摩
范荣康 梁左
李宣捷 曹露双
李宣捷 庄玉生
李宣捷 王晓凌
李宣捷 王馨苹
李自成 韩金儿
杜义德 尤太忠
杜义德 邓小平
杜义德 刘伯承
张德培 刘安宝
立原久纲 山中鹿之介
武魁海 魏文华
武魁海 魏文亮
皮克 夏奇拉
贺鹏飞 贺龙
王选 柳传志
刘永美 刘永行
玄彬 宋慧乔
玄彬 金善雅
玄彬 黄智贤
玄彬 金泰熙
玄彬 成宥利
岳以恩 岳红
高旗 陈娟红
滨崎步 野村义男
周渝民 吴建豪
周渝民 言承旭
王娡 王信
王娡 田胜
王娡 汉景帝
王娡 王皃姁
王娡 金王孙
王娡 臧儿
王娡 汉武帝
王娡 王仲
王娡 田蚡
马鹤凌 马莉君
马鹤凌 马英九
马鹤凌 马冰如
马鹤凌 秦厚修
马鹤凌 马以南
马鹤凌 马立安
张辽 关羽
张辽 曹操
何厚铧 何贤
林明珠 林百欣
方静 阿忆
方静 郭兰英
康万生 徐敬民
康万生 宋美福
马浚伟 郭羡妮
马浚伟 陈志云
田佳 郑鸿湧
田佳 韩云波
小白玉梅 白玉梅
蒋友青 蒋友柏
蒋友青 蒋方良
蒋友青 蒋孝勇
蒋友青 张立方
蒋友青 方智怡
蒋友青 张心妍
蒋友青 蒋友常
蒋友青 蒋经国
福田康夫 福田赳夫
福田康夫 福田贵代子
福田康夫 福田达夫
马东敏 李彦宏
张允和 张兆和
罗继祖 罗振玉
崔真实 崔真英
麦炳荣 于素秋
胡宝善 王亦满
六小龄童 章宗义
六小龄童 闫怀礼
陈素珍 陈育明
刘晓兰 刘凤
刘晓兰 石振发
刘晓兰 李老能
王金平 王馨敏
麦嘉轩 张国荣
麦嘉轩 麦法诚
麦嘉轩 麦嘉殷
张敬修 张居正
郭女王 郭永
王文林 郭德纲
洪学智 张爱萍
洪学智 张文
洪学智 杨得志
洪学智 洪虎
杨小萍 杨雅卉
杨小萍 杨庆煌
贾敬 贾代化
贾敬 贾珍
李鸿章 李经方
李鸿章 张爱玲
李鸿章 张佩纶
李鸿章 李鹤章
李鸿章 李瀚章
陈法蓉 倪震
范小宁 李玉刚
范小宁 范圣琦
董维贤 徐斌寿
李维嘉 江璐
李维嘉 何炅
李维嘉 龙丹妮
李维嘉 谢娜
傅抱石 傅小石
傅抱石 傅益玉
甄洛 曹丕
甄洛 曹睿
甄洛 袁熙
段延庆 段誉
濮存昕 韩金凯
濮存昕 宛萍
濮存昕 濮方
濮存昕 苏民
林月如 林天南
林月如 李逍遥
朱执信 杨道仪
刘仲 刘邦
刘仲 刘濞
刘天佐 方慧
张琳芃 徐根宝
刘完素 张从正
刘完素 朱丹溪
李世济 唐在炘
蔡岳勋 蔡扬名
陈群 陈泰
陈群 陈寔
李泽楷 李长治
李泽楷 李嘉诚
赖昌星 赖水强
赖昌星 赖文峰
包庭政 包小松
王凤 杨德慧
王凤 王龙兴
刘秀 刘縯
李昭 胡耀邦
李昭 胡德平
梵高 高更
梵高 提奥
刘庄 阴丽华
刘谦 黄心琳
刘谦 李蕴
刘谦 文沛然
冼夫人 冯魂
冼夫人 冯宝
冼夫人 冯暄
冼夫人 冯盎
方楚雄 王兰若
方楚雄 关山月
王谦祥 李增瑞
邓华德 郭士强
郭士强 蒋兴权
郭士强 郭艾伦
郭士强 郭凯伦
王占元 段祺瑞
章子怡 章子男
章子怡 周迅
斛律金 斛律光
斛律金 斛律羡
张欣 潘石屹
理雅各 乔治
理雅各 玛丽
理雅各 汉娜
朱光亚 许慧君
华佗 樊阿
华佗 治化长老
汉高祖刘邦 吕雉
苗立杰 卞兰
陆雪琪 水月
陆雪琪 田不易
陆雪琪 曾书书
傅雷 朱梅馥
傅雷 傅聪
傅雷 傅敏
谭冠三 李光明
梁皓嘉 梁锦松
陈金飞 刘亦菲
迟喜珠 迟寿生
孙国豪 孙诗雯
孙国豪 秦汉
孙国豪 邵乔茵
侯世宏 侯佩岑
侯世宏 侯郭纯美
侯世宏 林月云
陈鸿喜 吴顺林
龚睿娜 周蜜
李干成 吕继英
夏侯敦 夏侯渊
夏侯敦 夏侯廉
赵砚奎 张长林
何甘棠 李小龙
何甘棠 何东
何甘棠 李海泉
何甘棠 何爱榆
刘烨 谢娜
姚凤丝 苗侨伟
俞振飞 程砚秋
俞振飞 言慧珠
安倍晋太郎 安倍晋三
陈小汉 李敏华
贾代善 邢夫人
贾代善 贾政
贾代善 贾母
贾代善 贾赦
侯喜瑞 高庆奎
侯喜瑞 关鸿宾
侯喜瑞 萧长华
侯喜瑞 梅兰芳
侯喜瑞 杨小楼
侯喜瑞 程砚秋
侯喜瑞 荀慧生
侯喜瑞 尚小云
谢振南 谢霆锋
谢振南 张柏芝
谢振南 谢婷婷
王新欣 沈祥福
王新欣 张永海
锡子刚 王瑞芝
李大双 李小双
曾国犹 曾志伟
曾国犹 曾国祥
肖燕娟 胡恩勇
赵春芳 杨飞飞
孙艺洲 曹晓雯
张美娟 王芝泉
张美娟 小张美娟
浦熙修 袁冬林
浦熙修 浦通修
浦熙修 浦友梧
浦熙修 袁子英
徐熙媛 徐熙娣
徐熙媛 张兰
徐熙媛 陈建州
张嘉译 李念
任贤齐 阿牛
吴鉴泉 吴英华
吴鉴泉 吴全佑
吴鉴泉 马岳梁
吴鉴泉 马海龙
武正豪 杨宝森
周蜜 龚睿娜
周蜜 唐学华
周蜜 胡洁
容闳 容星桥
贾赦 贾迎春
贾赦 贾琏
贾赦 贾琮
贾赦 邢夫人
贾赦 王熙凤
贾赦 孙绍祖
王母娘娘 玉皇大帝
宋江 宋清
宋江 花荣
宋江 吴用
宋江 孔明
宋江 李逵
宋江 阎婆惜
宋江 戴宗
郑允浩 韩庚
郑允浩 赵晨浩
郑允浩 吴尊
王隆夫 王昌彬
王个簃 王一亭
王个簃 陈师曾
王个簃 吴昌硕
王个簃 诸乐三
王个簃 王少阶
耿乐 柯蓝
耿乐 孔琳
张慕童 袁咏仪
张慕童 张智霖
舒昌玉 朱琴心
舒昌玉 魏莲芳
舒昌玉 梅兰芳
舒昌玉 王幼卿
邱富棠 赵喜魁
大乔 乔国老
大乔 孙权
大乔 周瑜
大乔 小乔
曹干 陈妾
曹干 曹操
曹干 王昭仪
高博文 李途纯
叶怡均 田连元
黄奕 黄毅清
黄奕 姜凯
赵景勃 赵景浩
孙匡 孙策
孙匡 曹操
孙匡 吴夫人
孙匡 孙翊
宗泽 宗颖
吕大忠 吕大钧
李砚萍 李顺来
李砚萍 李砚秀
郭子仪 郭敬之
郭子仪 郭晞
窝阔台 成吉思汗
窝阔台 贵由
种谔 种世衡
林散之 黄宾虹
林散之 林成璋
杨德昌 蔡琴
马良 马谡
马良 马秉
陈德容 琼瑶
陈德容 王赞策
冉莹颖 邹市明
李登辉 曾文惠
刘源 刘少奇
荀彧 荀淑
荀彧 荀爽
荀彧 荀绲
荀彧 荀衍
荀彧 曹操
荀彧 夏侯惇
荀彧 唐氏
荀彧 程昱
金乡公主 曹宇
冯异 苗萌
冯异 曹诩
冯异 邓禹
汪涵 林菁
徐威 袁立
徐威 张怡宁
张雨绮 周星驰
徐娇 周星驰
北野武 久石让
巴金 萧珊
申军谊 贾妮
叶世长 张连福
叶世长 萧长华
叶世长 雷喜福
黄浩义 周采茨
王处一 王重阳
灵宝天尊 元始天尊
彭帅 谢淑薇
彭帅 李慧芝
彭帅 郑洁
张澜 张茂延
张澜 张崿
张澜 张惠延
松本刚明 松本十郎
松本刚明 紫藤一郎
张韶涵 张韶轩
张韶涵 张柏御
张韶涵 姜礼乐
张韶涵 张志宏
张韶涵 颜行书
高雪樵 高俊亭
高雪樵 高月秋
高雪樵 金少山
黎婴 黎民伟
黎婴 黎姿
袁茵 戴志诚
袁茵 侯耀文
冯弘 冯崇
冯弘 冯朗
冯弘 冯业
冯弘 冯跋
冯弘 慕容氏
冯弘 冯翼
冯弘 冯邈
冯弘 冯爱居
司马绍 庾文君
吴玉章 徐特立
吴玉章 恽代英
蒋介石 毛福梅
蒋介石 蒋孝勇
蒋介石 蒋肇聪
蒋介石 王采玉
蒋介石 蒋纬国
蒋介石 蒋经国
蒋介石 姚冶诚
王瑞芝 李佩卿
陈品颖 蔡淑媛
孔令杰 孔祥熙
彭雪枫 彭小枫
彭雪枫 林颖
葛淑珍 赵本山
葛淑珍 赵铁蛋
葛淑珍 赵玉芳
李东国 李秀珍
伍文忠 梁文博
伍文忠 田鹏飞
伍文忠 丁俊晖
伍文忠 肖国栋
武丁 小乙
武丁 盘庚
王茂源 林世海
秦汉 孙元良
秦汉 刘雪华
秦汉 孙国豪
秦汉 邵乔茵
手冢国光 手冢国晴
手冢国光 大石秀一郎
皮尔洛 加图索
许地山 林月森
许地山 周俟松
叶挺 叶正明
叶挺 叶华明
叶挺 叶大鹰
叶挺 叶正光
叶挺 贺敏学
董昭 董访
董昭 董胄
孙法民 焦廷标
孙法民 孙道存
孙法民 孙芸芸
于芬 郭晶晶
韩佳人 延政勋
盖叫天 李慧
盖叫天 张善鸿
盖叫天 张翼鹏
董笑笑 董浩
董笑笑 张微
伍咏薇 翁江培
伍咏薇 练海棠
张松溪 张三丰
林立衡 林立果
林立衡 叶群
林立衡 林彪
大禹 鲧
杨玉环 唐玄宗
雪村 俞晴
张恭庆 张佩纶
傅小山 马富禄
俞平伯 俞樾
俞平伯 胡适
孙骁骁 李响
庄月明 庄静庵
庄月明 李泽楷
庄月明 李嘉诚
庄月明 李泽钜
刘诗雯 郭跃
刘诗雯 张继科
刘诗雯 常晨晨
傅腾龙 傅琰东
傅腾龙 傅志清
寇春华 孙盛武
九灵元圣 黄狮精
九灵元圣 太乙真人
李纪周 程辛联
叶步青 招允
叶步青 叶问
叶步青 梁相
叶步青 徐尚田
叶步青 黄敦梁
叶步青 李小龙
林佳楣 李紫阳
林佳楣 李先念
方子哥 颜珍
方子哥 颜地
霍大顺 霍树棠
高育仁 高思博
高育仁 朱立伦
罗世忠 李伯清
袁惟仁 莫凡
袁惟仁 陆元琪
戴克林 戴克明
蒋大为 张佩君
阎世善 谢锐青
刘整 宋理宗
叶立培 叶茂菁
叶立培 叶立润
陈国邦 罗敏庄
阎世喜 阎金福
汉武帝 刘弗陵
汉武帝 刘据
汉武帝 刘髆
汉武帝 汉文帝
汉武帝 汉景帝
汉武帝 卫子夫
汉武帝 孝景皇后
陶伟 吕丽萍
龚普生 龚镇洲
龚普生 章汉夫
龚普生 龚澎
何音 黄渤远
孙尚香 孙权
孙尚香 刘备
史铁生 陈希米
毛毛 王金龙
龚雪 张迅
袁田 袁阔成
汤珈铖 张雨绮
汤珈铖 汤君年
汤珈铖 汤子嘉
黄志玮 关颖
吉川元春 小早川隆景
谢启美 章汉夫
倪海天 高盛麟
张松山 黄维敏
钟楚红 朱家鼎
庞德 庞柔
慕容熙 苻训英
陶湘九 郭瑞林
焦德海 李寿增
焦德海 刘德智
焦德海 于俊波
陈景润 由昆
林黛 冯宝宝
林黛 龙绳勋
林黛 程思远
梅艳芳 成龙
梅艳芳 张国荣
梅艳芳 覃美金
梅艳芳 周星驰
高岗 李力群
松田圣子 神田正辉
解宝 解珍
严珊珊 黎民伟
严珊珊 严浩波
毛世来 荀慧生
毛世来 赵桐珊
毛世来 邢美珠
张菲 张少怀
张菲 费贞绫
张菲 费玉清
张菲 吴宗宪
刘娥 刘通
李金泉 梅兰芳
李金泉 李少春
李金泉 马连良
吴征 杨澜
撒切尔 马克
撒切尔 卡洛儿
袁日初 袁信义
袁日初 袁祥仁
袁日初 袁振威
袁日初 袁龙驹
周星驰 凌宝儿
周星驰 朱茵
周星驰 成龙
周星驰 周星霞
周星驰 罗凯珊
周星驰 于文凤
周星驰 莫文蔚
周星驰 周文姬
吕丽萍 孙海英
吕丽萍 张博宇
陈自瑶 王浩信
叶少兰 许嘉宝
叶少兰 叶盛兰
徐宗汉 黄兴
徐宗汉 徐慕兰
徐宗汉 李庆春
徐宗汉 李应生
钱伟长 钱三强
钱伟长 孔祥瑛
钱伟长 钱声一
徐梦桃 徐学君
徐梦桃 陈洪斌
施小墨 施今墨
郝景盛 赵为楣
李开复 柳传志
叶选廉 叶剑英
叶选廉 叶文珊
孙墨佛 孙天牧
方展荣 吴玲儿
红孩 李淑晶
鲍桂山 郝春年
左小祖咒 贾樟柯
左小祖咒 艾未未
鲁迅 周福清
鲁迅 鲁瑞
鲁迅 许广平
鲁迅 周建人
鲁迅 周伯宜
鲁迅 周璟馨
鲁迅 周海婴
鲁迅 朱安
鲁迅 羽太信子
鲁迅 周令飞
彭福林 范福泰
陈国熹 叶童
罗东进 罗荣桓
黄琪翔 郭秀仪
刘威 杨若兮
刘威 滕文骥
刘威 何晴
浦克 张静
王保保 察罕帖木儿
鸠山邦夫 鸠山由纪夫
元昭皇后 李怡
周有光 周晓平
周有光 张允和
张卫健 刘德华
张卫健 宣萱
张卫健 苏永康
张卫健 许志安
张卫健 江欣燕
张卫健 梁汉文
王庾生 李宗义
秦岚 陆川
李德伦 斯特恩
李德伦 罗忠榕
李德伦 马思聪
李德伦 吴祖强
李德伦 贺绿汀
成淑 赵芸蕾
白土三平 冈本唐贵
陈一冰 何雯娜
马晓春 许燕
小早川隆景 毛利辉元
徐志摩 金庸
徐志摩 陆小曼
徐志摩 张幼仪
李铭顺 范文芳
张充和 傅汉思
张充和 沈从文
卢兰 朱琳
卢兰 王仪涵
卢兰 蒋燕皎
卢兰 李永波
麒麟童 周少麟
燕姿 纳迪姆
燕姿 孙燕美
燕姿 孙燕佳
苏曼殊 苏杰生
田士杰 田荫亭
田士杰 田蕴章
田士杰 田起山
野比大雄 野比玉子
曾宪梓 曾智明
曾宪梓 黄丽群
冯德伦 莫文蔚
冯德伦 徐若瑄
阳友鹤 刘怀叙
阳友鹤 许倩云
阳友鹤 周慕莲
虞姬 项羽
陈兰彬 容闳
吕后 吕泽
吕后 鲁元公主
吕后 吕禄
吕后 吕台
吕后 刘盈
丁永利 高盛麟
木吒 哪吒
木吒 金吒
曹芳 曹叡
王澄清 吴赤芳
郑九万 郑奇猛
曹霖 曹丕
曹霖 曹髦
毛兰花 朱振家
王秀兰 原筱亭
钱煦 胡匡政
钱煦 钱思亮
孙振泉 孙甫亭
杨小楼 谭鑫培
杨小楼 杨月楼
王芝泉 松雪芳
林毅夫 林火树
林毅夫 林旺松
林毅夫 陈云英
鲍吉祥 李宗义
鲍吉祥 马云樵
马星耀 梁冠华
吴江秋 王瑶卿
吴江秋 荀慧生
黄美芸 高锟
魏宁 魏善斋
王平 李伯祥
蜡笔小新 野原广志
李亚伟 李亚鹏
李白 许氏
李白 李客
李白 李伯禽
田欣仪 叶一茜
赵恒 宋太宗
傅幸文 戚雅仙
陈及时 何东旭
潘长江 赵本山
潘长江 潘阳
潘长江 杨云
刘湘 刘文辉
刘湘 刘文刚
费英东 褚英
费英东 扈尔汉
费英东 舒尔哈齐
费英东 扬古利
费英东 代善
费英东 索尔果
黄孟复 黄炎培
晏紫 李贤义
陈光 史瑞楚
王岳伦 李湘
王岳伦 王诗龄
王志才 王烁
台静农 鲁迅
曹宝禄 李芬
曹宝禄 魏金栋
曹宝禄 尚福春
吴瑞林 军
倪萍 杨亚洲
倪萍 郭达
倪萍 王文澜
倪萍 陈凯歌
张国庶 张国焘
小林光一 小林太平
小林光一 大矢浩一
小林光一 木谷实
小林光一 木谷礼子
俞明颐 曾广珊
蔡正仁 冯茵华
鲍叔牙 管仲
戴辛尉 谢霆锋
戴辛尉 戴思聪
吴慈美 林志玲
吴慈美 林繁男
戴安娜 威廉王子
孙志浩 贾静雯
孙志浩 孙文骐
苏丹丹 叶明子
半日安 上海妹
阿尔法 顾嘉铭
阿尔法 李雨轩
阿尔法 阿尔斯兰
蔡万春 蔡辰洋
蔡万春 蔡辰男
蔡万春 蔡万才
蔡万春 蔡万霖
蔡万春 蔡辰鸿
蔡万春 蔡辰威
牟其中 夏宗琼
苏芮 刘威麟
苏芮 阿文
唐泽寿明 山口智子
鲁元公主 刘邦
鲁元公主 张偃
鲁元公主 张耳
黄长发 李姿霆
黄长发 黄长兴
曾华倩 梁朝伟
董其武 姚勤修
林峰 何超云
林峰 潘霜霜
林峰 林梦飞
李炳辰 刘德华
李炳辰 关锦鹏
孙泰英 权相宇
杨淑君 刘聪达
杨淑君 朱木炎
胡兰畦 陈毅
周云帆 陈一舟
朱嵩松 李佳黛
托塔李天王 巨灵神
林超群 林小群
林超群 林君可
林超群 孔雀屏
赵小兰 赵锡成
孙琳琳 王濛
孙琳琳 赵晓兵
孙琳琳 刘秋宏
孙琳琳 张会
张静江 张定甫
张静江 朱逸民
张静江 张石铭
张静江 陈友仁
叶小纲 叶纯之
真田昌幸 真田幸隆
任美锷 许丽云
马聚泉 包惠申
丁光生 丁绪贤
丁光生 竺可桢
孙荣蕙 尚小云
唐美云 唐冰森
李益群 谢亚龙
曾肇 曾巩
曾肇 宋哲宗
廖静秋 谭香云
梁家树 梁靖琪
米芾 米友仁
马步芳 马麒
马步芳 马步青
马步芳 马麟
叶在馥 刘峻峰
叶在馥 杨槱
朱俊好 宋长荣
路易十四 路易十五
曹露双 小玉霜
曹露双 刘莹
陶经 苏岩
王威暘 张秋萍
王威暘 王义夫
杨智 刘晓婷
张庭 林瑞阳
吕丽君 刘銮雄
江泽民 江上青
吴敦义 颜安汝
吴敦义 马英九
吴敦义 吴奚
吴敦义 吴子廉
江淑娜 江蕙
程霖生 程谨轩
高玉秋 晏霁
高玉秋 常香玉
连胜文 连惠心
连胜文 连战
连胜文 连横
连胜文 蔡依珊
连胜文 连定捷
张学良 于凤至
张学良 张作霖
张学良 赵一荻
崔光丽 魏明伦
张兰秦 尚长荣
梁思懿 梁启超
梁思懿 梁思宁
林冲 宋江
左塞尔 赫特弗内布缇
左塞尔 尼玛厄萨普
左塞尔 卡塞凯姆威
左塞尔 伊内特卡伊丝
唐生智 唐仁曼
曹洪 曹震
陈梦 曹丽思
袁承志 穆人清
袁承志 温青青
袁承志 夏雪宜
袁承志 袁崇焕
李司棋 叶子青
朱卫茵 李宗盛
梁思忠 梁启超
李泳豪 杨思琦
胡宗南 胡为真
胡宗南 叶霞翟
张承中 Selina
张承中 张世良
谭元寿 谭鑫培
谭元寿 谭小培
谭元寿 谭韵寿
谭元寿 谭孝曾
谭元寿 谭正岩
谭元寿 谭富英
高吹万 高君藩
高吹万 高锟
赵剑英 覃辉
赵剑英 覃献平
易心莹 魏松遐
易心莹 吴君可
陈云 陈晓丹
陈云 于若木
拖雷 成吉思汗
拖雷 元宪宗
拖雷 忽必烈
哪吒三太子 托塔李天王
朱元璋 朱标
傅全香 孙琴文
傅全香 薛莺
傅全香 陆梅英
金荷娜 权相宇
王政君 王凤
王政君 刘奭
王政君 王贺
王政君 王禁
王政君 王曼
王政君 王根
王政君 刘骜
陈潭秋 徐全直
孙绍 孙策
是元介 元卫觉醒
徐申如 徐骝良
徐申如 汤寿潜
洪天祥 曹恩玉
服部平次 服部平藏
服部平次 服部静华
服部平次 工藤新一
吴镇 吴森
吴镇 吴泽
韩彩英 崔东俊
杜锋 马晨菲
程之 程君谋
程之 程颂万
李香君 李贞丽
李香君 侯方域
毛剑卿 周晶洁
郭瑶瑶 张筱贤
马增芬 马连登
马增芬 马增蕙
林青霞 邢嘉倩
林青霞 秦祥林
林青霞 秦汉
林青霞 邢爱林
梁思庄 梁启超
孙徐春 茅善玉
郑克臧 郑经
亦舒 倪亦方
张活游 楚原
钱钟书 钱福炯
钱钟书 钱基博
钱钟书 钱孙卿
汪嵩 曾美娟
霍元甲 霍元卿
霍元甲 霍东阁
霍元甲 霍元栋
霍元甲 王五
霍元甲 刘振声
梁红玉 韩世忠
费德勒 米尔卡
李佳薇 李超
姜修智 南宫民
傅圆天 易心莹
许孟哲 5566
少女时代 林允儿
少女时代 徐珠贤
少女时代 李顺圭
少女时代 金孝渊
韩婷婷 范瑞娟
韩婷婷 方亚芬
朱媛媛 辛柏青
陈凯歌 陈怀皑
陈凯歌 陈飞宇
陈凯歌 陈红
陈凯歌 孙加林
陈凯歌 洪晃
陈凯歌 倪萍
廖静文 徐悲鸿
李焕之 李群
郁达夫 王映霞
郁达夫 何丽有
郁达夫 郁天民
郁达夫 郁嘉玲
郁达夫 郁飞
蒲添生 蒲宜君
铃木园子 京极真
冯天薇 王越古
关羽 关凤
关羽 刘备
关羽 关平
关羽 黄忠
关羽 赵云
关羽 张飞
关羽 关索
关羽 关樾
关羽 关彝
姜宝林 姜宝兴
刘晓东 喻红
沈坚强 庄泳
马东 马季
程玉菁 王瑶卿
花月仙 刘淑萍
潘虹 米家山
王希坚 王辩
王希坚 王翔千
吴祖光 新凤霞
吴祖光 吴霜
骆应钧 骆友梅
潘金莲 武松
潘金莲 武大郎
潘金莲 西门庆
白云鹏 阎秋霞
萧军 萧红
戴季陶 戴家祥
戴季陶 蒋纬国
戴季陶 津渊美智子
戴季陶 钮有恒
戴季陶 戴安国
周良洛 鲁小丹
卡斯特罗 安东尼奥
卡斯特罗 阿林娜
卡斯特罗 米尔塔
姚鼐 方东树
姚鼐 管同
茅善玉 孙徐春
李金 李阳
赖亚文 陈忠和
赖亚文 刘国军
释迦牟尼 净饭王
吴卓羲 张馨予
姜宁 刘春明
前田利家 前田利昌
雪妮 唐佳
焦裕禄 余音
焦裕禄 焦跃进
焦裕禄 焦国庆
焦裕禄 徐俊雅
谷景生 范承秀
崔世安 崔世昌
田卿 赵芸蕾
田卿 沈烨
陈祖芬 刘梦溪
陈竺 王振义
吴小楼 陈琴香
吴小楼 袁雪芬
吴小楼 杨同时
李玉茹 梅兰芳
